,Area,BHK,Bathroom,Furnishing,Locality,Price,Transaction,Type,Per_Sqft
318,1350.0,4,3.0,Semi-Furnished,Other,11300000.0,New_Property,Builder_Floor,6526.0
319,850.0,3,2.0,Semi-Furnished,Other,4500000.0,Resale,Builder_Floor,6526.0
320,846.0,2,1.0,Unfurnished,Other,3300000.0,New_Property,Apartment,3901.0
321,1300.0,4,3.0,Furnished,Other,11500000.0,New_Property,Builder_Floor,3901.0
322,900.0,3,2.0,Semi-Furnished,Other,6000000.0,New_Property,Builder_Floor,3901.0
323,1050.0,3,2.0,Semi-Furnished,Other,9000000.0,Resale,Apartment,3901.0
324,850.0,2,2.0,Furnished,Other,4500000.0,Resale,Builder_Floor,3901.0
325,1650.0,4,3.0,Furnished,Shahdara,14000000.0,New_Property,Apartment,3901.0
326,1150.0,2,2.0,Semi-Furnished,Other,7300000.0,Resale,Apartment,6347.0
329,810.0,3,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6000000.0,Resale,Builder_Floor,11291.5
330,750.0,1,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6400000.0,Resale,Builder_Floor,11291.5
331,540.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",2700000.0,New_Property,Apartment,5000.0
332,747.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",6500000.0,Resale,Builder_Floor,8701.0
333,720.0,2,1.0,Unfurnished,"Yamuna Vihar, Shahdara",4000000.0,Resale,Builder_Floor,5556.0
335,1125.0,2,2.0,Unfurnished,"Yamuna Vihar, Shahdara",5000000.0,Resale,Builder_Floor,4444.0
336,713.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6000000.0,New_Property,Builder_Floor,4444.0
337,360.0,1,1.0,Unfurnished,"Yamuna Vihar, Shahdara",2500000.0,Resale,Builder_Floor,6944.0
338,900.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6500000.0,Resale,Apartment,7222.0
340,504.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",2700000.0,Resale,Builder_Floor,5357.0
342,850.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",5700000.0,Resale,Builder_Floor,6706.0
343,2430.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",25000000.0,Resale,Builder_Floor,10288.0
346,2250.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",18500000.0,Resale,Builder_Floor,8222.0
348,1512.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",22000000.0,Resale,Builder_Floor,14550.0
355,700.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",16000000.0,New_Property,Builder_Floor,22857.0
358,850.0,2,2.0,Furnished,Other,4500000.0,Resale,Builder_Floor,12500.0
359,801.0,3,2.0,Semi-Furnished,Laxmi Nagar,6000000.0,New_Property,Builder_Floor,11291.5
360,450.0,1,2.0,Unfurnished,Laxmi Nagar,2700000.0,Resale,Builder_Floor,11291.5
361,1000.0,3,2.0,Unfurnished,Laxmi Nagar,6500000.0,Resale,Apartment,11291.5
362,990.0,3,2.0,Unfurnished,Laxmi Nagar,4000000.0,Resale,Apartment,4040.0
365,1000.0,2,2.0,Unfurnished,Laxmi Nagar,7500000.0,Resale,Apartment,7778.0
366,900.0,3,2.0,Semi-Furnished,Laxmi Nagar,7000000.0,Resale,Builder_Floor,7778.0
367,800.0,3,2.0,Semi-Furnished,Laxmi Nagar,4500000.0,New_Property,Builder_Floor,7778.0
380,1000.0,3,3.0,Furnished,Laxmi Nagar,12500000.0,Resale,Builder_Floor,5666.0
381,715.0,2,2.0,Unfurnished,Laxmi Nagar,5600000.0,Resale,Apartment,5666.0
382,600.0,2,2.0,Unfurnished,Laxmi Nagar,7000000.0,Resale,Builder_Floor,11667.0
383,540.0,2,1.0,Unfurnished,Laxmi Nagar,3500000.0,Resale,Builder_Floor,11667.0
385,810.0,3,2.0,Semi-Furnished,Laxmi Nagar,9000000.0,Resale,Builder_Floor,11111.0
386,270.0,1,1.0,Semi-Furnished,Other,2300000.0,Resale,Builder_Floor,11111.0
387,900.0,3,2.0,Semi-Furnished,Laxmi Nagar,6000000.0,Resale,Builder_Floor,11111.0
388,1000.0,3,2.0,Unfurnished,Laxmi Nagar,6000000.0,Resale,Apartment,11111.0
389,540.0,2,2.0,Semi-Furnished,Uttam Nagar,2650000.0,New_Property,Builder_Floor,11291.5
390,950.0,3,2.0,Furnished,Other,4370000.0,New_Property,Apartment,4600.0
391,1000.0,3,2.0,Unfurnished,Other,4620000.0,New_Property,Apartment,4620.0
392,540.0,2,2.0,Semi-Furnished,Other,3000000.0,New_Property,Apartment,5000.0
393,540.0,2,2.0,Semi-Furnished,Other,3300000.0,New_Property,Apartment,6111.0
394,1000.0,3,2.0,Semi-Furnished,Other,5510000.0,New_Property,Builder_Floor,6111.0
395,500.0,2,2.0,Semi-Furnished,Other,3200000.0,New_Property,Builder_Floor,6111.0
396,540.0,2,2.0,Semi-Furnished,Other,2600000.0,New_Property,Builder_Floor,6111.0
397,780.0,3,2.0,Semi-Furnished,Uttam Nagar,4000000.0,New_Property,Builder_Floor,6111.0
399,360.0,1,1.0,Semi-Furnished,Uttam Nagar,1700000.0,New_Property,Builder_Floor,6111.0
400,900.0,3,2.0,Semi-Furnished,Other,2800000.0,New_Property,Builder_Floor,6111.0
402,1200.0,4,3.0,Semi-Furnished,Other,6800000.0,New_Property,Builder_Floor,6111.0
403,1000.0,3,2.0,Semi-Furnished,Uttam Nagar,6200000.0,New_Property,Builder_Floor,6111.0
404,620.0,2,2.0,Semi-Furnished,Uttam Nagar,3100000.0,New_Property,Builder_Floor,6111.0
406,805.0,2,2.0,Unfurnished,Other,4000000.0,Resale,Builder_Floor,6111.0
407,729.0,2,2.0,Semi-Furnished,Other,4800000.0,Resale,Builder_Floor,6584.0
408,540.0,2,2.0,Semi-Furnished,Uttam Nagar,2500000.0,New_Property,Builder_Floor,6584.0
409,360.0,1,1.0,Semi-Furnished,Uttam Nagar,2000000.0,New_Property,Builder_Floor,6584.0
410,550.0,2,2.0,Semi-Furnished,Other,1900000.0,New_Property,Builder_Floor,6584.0
411,1001.0,3,2.0,Furnished,Other,5800000.0,New_Property,Builder_Floor,5794.0
413,550.0,2,1.0,Semi-Furnished,Other,2000000.0,New_Property,Builder_Floor,5794.0
414,550.0,2,2.0,Semi-Furnished,Uttam Nagar,2600000.0,New_Property,Builder_Floor,5794.0
415,675.0,2,1.0,Unfurnished,Uttam Nagar,2900000.0,Resale,Builder_Floor,5794.0
416,585.0,2,2.0,Unfurnished,Uttam Nagar,3200000.0,Resale,Builder_Floor,5794.0
417,810.0,3,2.0,Semi-Furnished,Other,5400000.0,Resale,Builder_Floor,5794.0
418,765.0,3,2.0,Semi-Furnished,Other,3800000.0,Resale,Builder_Floor,5794.0
422,800.0,3,2.0,Unfurnished,Patel Nagar West,8000000.0,Resale,Builder_Floor,23840.0
423,900.0,3,2.0,Semi-Furnished,Patel Nagar West,9500000.0,Resale,Builder_Floor,23840.0
424,1680.0,4,5.0,Semi-Furnished,Patel Nagar West,20000000.0,Resale,Builder_Floor,23840.0
425,900.0,2,2.0,Furnished,Patel Nagar West,7400000.0,Resale,Builder_Floor,23840.0
426,2000.0,3,3.0,Semi-Furnished,Other,37500000.0,Resale,Apartment,23840.0
427,2000.0,4,4.0,Semi-Furnished,Patel Nagar West,15000000.0,Resale,Builder_Floor,7500.0
428,1900.0,3,3.0,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",52250000.0,New_Property,Apartment,7500.0
429,1530.0,3,3.0,Semi-Furnished,Other,26500000.0,Resale,Builder_Floor,7500.0
431,900.0,3,2.0,Furnished,Patel Nagar West,10400000.0,Resale,Builder_Floor,11556.0
432,270.0,1,1.0,Unfurnished,Patel Nagar West,1700000.0,Resale,Builder_Floor,11556.0
433,950.0,2,2.0,Semi-Furnished,Patel Nagar West,8000000.0,Resale,Builder_Floor,8421.0
434,1800.0,3,3.0,Semi-Furnished,Other,27000000.0,Resale,Builder_Floor,8421.0
435,1500.0,3,3.0,Semi-Furnished,Patel Nagar West,19500000.0,Resale,Builder_Floor,8421.0
437,1800.0,3,3.0,Unfurnished,Patel Nagar West,21100000.0,Resale,Builder_Floor,11722.0
438,2306.0,3,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",52250000.0,New_Property,Apartment,24718.0
439,850.0,2,3.0,Semi-Furnished,Patel Nagar West,5900000.0,Resale,Builder_Floor,24718.0
441,900.0,3,2.0,Unfurnished,Patel Nagar West,12000000.0,Resale,Builder_Floor,13333.0
442,1800.0,3,3.0,Unfurnished,Patel Nagar West,24000000.0,Resale,Apartment,13333.0
444,1782.0,3,3.0,Semi-Furnished,Other,15000000.0,Resale,Apartment,8418.0
445,900.0,2,2.0,Furnished,Other,1500000.0,Resale,Builder_Floor,1667.0
447,1500.0,3,3.0,Unfurnished,Patel Nagar West,12500000.0,Resale,Builder_Floor,8333.0
449,2000.0,4,4.0,Unfurnished,Other,36500000.0,Resale,Apartment,11291.5
450,1200.0,3,2.0,Semi-Furnished,Other,20000000.0,Resale,Apartment,11291.5
451,1100.0,2,2.0,Semi-Furnished,Vasant Kunj,15000000.0,Resale,Apartment,11291.5
452,1400.0,3,2.0,Semi-Furnished,Vasant Kunj,25000000.0,New_Property,Apartment,11291.5
453,1600.0,3,2.0,Semi-Furnished,Other,18500000.0,Resale,Apartment,11291.5
454,1600.0,4,3.0,Unfurnished,Other,23500000.0,Resale,Apartment,11291.5
455,600.0,1,1.0,Semi-Furnished,Vasant Kunj,8000000.0,New_Property,Apartment,11291.5
456,1600.0,3,2.0,Unfurnished,Other,23000000.0,Resale,Apartment,11291.5
457,2000.0,3,3.0,Unfurnished,Other,31000000.0,Resale,Apartment,15500.0
458,650.0,1,2.0,Semi-Furnished,Other,7400000.0,Resale,Apartment,15500.0
459,1100.0,2,2.0,Unfurnished,Vasant Kunj,15500000.0,Resale,Apartment,15500.0
460,1075.0,2,2.0,Semi-Furnished,Other,12000000.0,New_Property,Apartment,15500.0
461,1450.0,3,2.0,Semi-Furnished,Other,23500000.0,Resale,Apartment,15500.0
462,1200.0,3,2.0,Semi-Furnished,Other,25000000.0,Resale,Apartment,20833.0
463,600.0,1,2.0,Unfurnished,Other,7000000.0,New_Property,Apartment,20833.0
464,1000.0,2,2.0,Unfurnished,Other,17500000.0,Resale,Apartment,20833.0
465,1600.0,3,2.0,Semi-Furnished,Other,25000000.0,Resale,Apartment,20833.0
466,1750.0,4,4.0,Unfurnished,Other,29000000.0,New_Property,Apartment,20833.0
467,1300.0,3,3.0,Semi-Furnished,Other,21900000.0,Resale,Apartment,20833.0
468,550.0,1,2.0,Furnished,Other,7500000.0,Resale,Apartment,20833.0
469,2200.0,4,3.0,Semi-Furnished,Other,23500000.0,Resale,Apartment,10681.0
470,1100.0,2,2.0,Semi-Furnished,Other,24000000.0,Resale,Apartment,21818.0
471,1700.0,3,2.0,Semi-Furnished,Vasant Kunj,31000000.0,Resale,Builder_Floor,21818.0
472,1100.0,2,2.0,Semi-Furnished,Vasant Kunj,16500000.0,Resale,Apartment,21818.0
473,1000.0,2,2.0,Furnished,Other,5000000.0,Resale,Builder_Floor,21818.0
474,1350.0,3,2.0,Furnished,Other,24000000.0,New_Property,Apartment,21818.0
475,1184.0,2,2.0,Semi-Furnished,Other,17000000.0,Resale,Apartment,14358.0
476,2000.0,4,2.0,Furnished,Other,40000000.0,New_Property,Apartment,14358.0
478,900.0,3,3.0,Furnished,Vasant Kunj,20000000.0,Resale,Builder_Floor,14358.0
480,750.0,2,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",5000000.0,New_Property,Apartment,6667.0
482,950.0,3,2.0,Furnished,Other,4370000.0,New_Property,Apartment,4600.0
483,1000.0,3,2.0,Unfurnished,Other,4620000.0,New_Property,Apartment,4620.0
484,850.0,2,1.0,Semi-Furnished,Other,1900000.0,New_Property,Apartment,2235.0
485,2400.0,4,4.0,Semi-Furnished,Other,52250000.0,New_Property,Apartment,2235.0
486,1350.0,3,2.0,Unfurnished,Other,5130000.0,New_Property,Apartment,3800.0
487,540.0,2,2.0,Semi-Furnished,Other,3000000.0,New_Property,Apartment,5000.0
488,1387.0,4,4.0,Unfurnished,Other,5890000.0,New_Property,Apartment,4247.0
489,540.0,2,2.0,Semi-Furnished,Other,3300000.0,New_Property,Apartment,6111.0
490,976.0,2,2.0,Furnished,Other,24900000.0,New_Property,Apartment,25512.0
491,1050.0,3,2.0,Unfurnished,Other,3700000.0,New_Property,Apartment,3524.0
492,2700.0,4,3.0,Semi-Furnished,Other,52250000.0,New_Property,Builder_Floor,22222.0
493,1500.0,3,2.0,Unfurnished,Other,17400000.0,Resale,Apartment,22222.0
496,1000.0,3,2.0,Semi-Furnished,Other,5510000.0,New_Property,Builder_Floor,22222.0
497,1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",25000000.0,Resale,Apartment,22222.0
498,2306.0,3,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",52250000.0,New_Property,Apartment,24718.0
499,850.0,2,2.0,Semi-Furnished,Other,2940000.0,New_Property,Apartment,24718.0
500,1200.0,3,3.0,Semi-Furnished,Other,15500000.0,Resale,Apartment,24718.0
501,1700.0,3,2.0,Semi-Furnished,Other,17200000.0,Resale,Apartment,24718.0
506,1600.0,3,3.0,Semi-Furnished,Other,30000000.0,New_Property,Builder_Floor,18750.0
507,700.0,2,2.0,Semi-Furnished,Other,2400000.0,New_Property,Builder_Floor,18750.0
511,1350.0,3,3.0,Semi-Furnished,Other,25000000.0,Resale,Builder_Floor,18519.0
512,2250.0,3,2.0,Semi-Furnished,Other,10000000.0,Resale,Builder_Floor,4444.0
513,1250.0,2,1.0,Semi-Furnished,Other,7500000.0,Resale,Apartment,4444.0
517,1800.0,4,2.0,Furnished,Other,17500000.0,Resale,Builder_Floor,9722.0
518,1800.0,4,3.0,Furnished,Other,35000000.0,Resale,Builder_Floor,19444.0
520,1750.0,4,4.0,Unfurnished,Other,29000000.0,New_Property,Apartment,6667.0
521,2210.0,4,3.0,Semi-Furnished,"Sukhdev Vihar, Okhla",41000000.0,Resale,Builder_Floor,6667.0
522,760.0,3,2.0,Furnished,Other,6000000.0,Resale,Builder_Floor,6667.0
524,380.0,1,1.0,Unfurnished,Other,2200000.0,Resale,Builder_Floor,6667.0
525,904.1676,2,2.0,Furnished,Other,21500000.0,New_Property,Apartment,6667.0
531,900.0,2,1.0,Semi-Furnished,Other,6200000.0,New_Property,Builder_Floor,6667.0
532,1650.0,4,3.0,Furnished,Shahdara,14000000.0,New_Property,Apartment,6667.0
533,1000.0,2,2.0,Unfurnished,Laxmi Nagar,7500000.0,Resale,Apartment,6667.0
534,852.0,2,2.0,Unfurnished,Other,2670000.0,Resale,Apartment,6667.0
535,700.0,2,2.0,Semi-Furnished,Shahdara,2500000.0,Resale,Apartment,6667.0
536,990.0,3,2.0,Unfurnished,Laxmi Nagar,4000000.0,Resale,Apartment,4040.0
538,1000.0,2,2.0,Unfurnished,Laxmi Nagar,5000000.0,New_Property,Apartment,5000.0
539,1700.0,4,3.0,Semi-Furnished,Saket,29500000.0,Resale,Builder_Floor,21071.0
540,1350.0,3,2.0,Unfurnished,Other,19000000.0,Resale,Builder_Floor,14074.0
541,2100.0,4,3.0,Furnished,Saket,25500000.0,Resale,Apartment,14074.0
551,1800.0,4,4.0,Semi-Furnished,Other,12500000.0,Resale,Builder_Floor,6944.0
552,1674.0,3,3.0,Unfurnished,Saket,45000000.0,Resale,Builder_Floor,6944.0
553,2025.0,4,3.0,Furnished,Saket,30500000.0,Resale,Builder_Floor,6944.0
554,1300.0,3,3.0,Semi-Furnished,Saket,22500000.0,Resale,Builder_Floor,6944.0
555,990.0,3,3.0,Furnished,Other,28000000.0,Resale,Apartment,6944.0
556,2100.0,3,4.0,Semi-Furnished,Saket,25000000.0,Resale,Builder_Floor,14705.0
557,2250.0,4,4.0,Semi-Furnished,Saket,33700000.0,Resale,Builder_Floor,14705.0
558,1500.0,3,3.0,Semi-Furnished,Saket,27000000.0,Resale,Builder_Floor,18000.0
559,2700.0,4,4.0,Semi-Furnished,Saket,43500000.0,New_Property,Builder_Floor,18000.0
560,1700.0,3,3.0,Semi-Furnished,Other,29000000.0,New_Property,Builder_Floor,18000.0
561,1700.0,3,3.0,Semi-Furnished,Saket,30000000.0,Resale,Builder_Floor,17647.0
562,2050.0,4,4.0,Semi-Furnished,Saket,52100000.0,New_Property,Apartment,17647.0
563,1800.0,3,3.0,Unfurnished,Saket,32500000.0,New_Property,Builder_Floor,18055.0
564,1500.0,3,2.0,Semi-Furnished,Saket,20500000.0,Resale,Apartment,18055.0
565,2000.0,4,3.0,Semi-Furnished,Saket,25000000.0,Resale,Apartment,12500.0
566,1500.0,3,3.0,Semi-Furnished,Saket,30000000.0,Resale,Builder_Floor,12500.0
568,2475.0,4,4.0,Semi-Furnished,Saket,31000000.0,Resale,Builder_Floor,12500.0
569,1800.0,3,3.0,Semi-Furnished,Safdarjung Enclave,37500000.0,New_Property,Builder_Floor,11291.5
570,1300.0,3,3.0,Semi-Furnished,Other,32500000.0,New_Property,Builder_Floor,11291.5
571,1500.0,3,3.0,Semi-Furnished,Safdarjung Enclave,37500000.0,New_Property,Builder_Floor,25000.0
572,2100.0,4,4.0,Semi-Furnished,Safdarjung Enclave,52250000.0,New_Property,Builder_Floor,25000.0
573,1800.0,4,4.0,Semi-Furnished,Safdarjung Enclave,52250000.0,New_Property,Builder_Floor,25000.0
574,1100.0,2,2.0,Unfurnished,Safdarjung Enclave,16300000.0,Resale,Apartment,14818.0
575,2035.0,4,4.0,Unfurnished,Safdarjung Enclave,52250000.0,New_Property,Builder_Floor,14818.0
576,1100.0,3,3.0,Unfurnished,Safdarjung Enclave,25000000.0,Resale,Builder_Floor,14818.0
577,1550.0,3,3.0,Semi-Furnished,Safdarjung Enclave,38000000.0,New_Property,Builder_Floor,14818.0
578,700.0,2,2.0,Unfurnished,Safdarjung Enclave,15000000.0,Resale,Builder_Floor,14818.0
580,540.0,1,1.0,Unfurnished,Other,3000000.0,Resale,Builder_Floor,14818.0
581,810.0,2,2.0,Semi-Furnished,Other,8500000.0,Resale,Builder_Floor,14818.0
583,1600.0,3,3.0,Semi-Furnished,Safdarjung Enclave,22500000.0,Resale,Builder_Floor,14818.0
586,900.0,3,3.0,Semi-Furnished,Other,12500000.0,New_Property,Builder_Floor,14818.0
587,972.0,2,2.0,Semi-Furnished,Safdarjung Enclave,17000000.0,Resale,Apartment,14818.0
589,2250.0,4,5.0,Semi-Furnished,Safdarjung Enclave,52250000.0,New_Property,Builder_Floor,14818.0
590,1650.0,3,3.0,Semi-Furnished,Safdarjung Enclave,35000000.0,New_Property,Builder_Floor,14818.0
591,2610.0,4,4.0,Semi-Furnished,Safdarjung Enclave,42500000.0,Resale,Builder_Floor,14818.0
592,600.0,2,2.0,Semi-Furnished,Other,4700000.0,Resale,Builder_Floor,14818.0
593,1700.0,4,5.0,Unfurnished,Safdarjung Enclave,52250000.0,Resale,Builder_Floor,14818.0
594,2250.0,4,4.0,Semi-Furnished,Safdarjung Enclave,52250000.0,New_Property,Builder_Floor,14818.0
595,880.0,3,2.0,Unfurnished,Other,11000000.0,Resale,Builder_Floor,14818.0
597,1450.0,3,3.0,Semi-Furnished,Safdarjung Enclave,37500000.0,Resale,Builder_Floor,14818.0
598,2200.0,4,4.0,Semi-Furnished,Other,52250000.0,New_Property,Builder_Floor,23863.0
599,1620.0,3,3.0,Semi-Furnished,Other,26000000.0,New_Property,Builder_Floor,11291.5
600,1078.0,3,2.0,Unfurnished,Paschim Vihar,15500000.0,New_Property,Builder_Floor,11291.5
601,1710.0,3,3.0,Unfurnished,Other,22000000.0,Resale,Builder_Floor,11291.5
602,1150.0,3,3.0,Semi-Furnished,Other,21000000.0,Resale,Builder_Floor,11291.5
604,1818.0,3,3.0,Unfurnished,Paschim Vihar,22000000.0,Resale,Builder_Floor,11291.5
605,1800.0,3,2.0,Unfurnished,Other,26500000.0,Resale,Builder_Floor,14722.0
606,780.0,2,2.0,Unfurnished,Other,8770000.0,Resale,Builder_Floor,14722.0
607,405.0,1,1.0,Semi-Furnished,Other,4500000.0,Resale,Apartment,14722.0
608,900.0,2,3.0,Semi-Furnished,Paschim Vihar,8500000.0,Resale,Apartment,14722.0
609,807.2925,2,2.0,Unfurnished,Other,8600000.0,Resale,Apartment,14722.0
610,2700.0,4,3.0,Semi-Furnished,Other,42500000.0,Resale,Builder_Floor,14722.0
611,1100.0,3,2.0,Semi-Furnished,Paschim Vihar,13100000.0,Resale,Apartment,14722.0
612,585.0,2,2.0,Unfurnished,Other,7000000.0,Resale,Apartment,14722.0
613,2152.78,3,3.0,Furnished,Other,30000000.0,New_Property,Builder_Floor,14722.0
614,960.0,2,2.0,Semi-Furnished,Other,13000000.0,Resale,Apartment,14722.0
615,1800.0,4,3.0,Unfurnished,Other,23100000.0,Resale,Builder_Floor,14722.0
616,1100.0,3,2.0,Semi-Furnished,Paschim Vihar,16000000.0,Resale,Apartment,14722.0
617,900.0,2,2.0,Unfurnished,Paschim Vihar,12500000.0,Resale,Builder_Floor,13889.0
618,1620.0,3,3.0,Furnished,Other,24500000.0,New_Property,Builder_Floor,13889.0
619,378.0,1,1.0,Unfurnished,Other,3200000.0,Resale,Apartment,13889.0
620,800.0,3,2.0,Unfurnished,Other,6300000.0,Resale,Apartment,7875.0
621,1350.0,3,3.0,Semi-Furnished,Other,15000000.0,Resale,Builder_Floor,11111.0
622,850.0,3,3.0,Unfurnished,Paschim Vihar,5700000.0,Resale,Apartment,11111.0
623,1580.0,3,2.0,Furnished,Other,21000000.0,Resale,Apartment,11111.0
624,820.0,2,3.0,Unfurnished,Paschim Vihar,7500000.0,Resale,Apartment,11111.0
625,594.0,2,1.0,Semi-Furnished,Other,6500000.0,Resale,Apartment,10943.0
627,800.0,3,2.0,Unfurnished,Other,12000000.0,Resale,Builder_Floor,10943.0
628,1500.0,3,2.0,Semi-Furnished,Other,18000000.0,Resale,Apartment,10943.0
629,1600.0,3,3.0,Semi-Furnished,Other,15600000.0,Resale,Apartment,11291.5
630,1650.0,3,3.0,Semi-Furnished,Other,15500000.0,Resale,Apartment,11291.5
631,1600.0,3,3.0,Semi-Furnished,Other,15200000.0,Resale,Apartment,11291.5
632,1900.0,3,3.0,Furnished,Other,25000000.0,Resale,Apartment,11291.5
633,1400.0,3,2.0,Furnished,Other,15000000.0,Resale,Apartment,11291.5
634,1550.0,3,2.0,Semi-Furnished,Other,15800000.0,Resale,Apartment,11291.5
635,2000.0,4,3.0,Furnished,Other,31500000.0,Resale,Apartment,11291.5
636,1500.0,3,3.0,Semi-Furnished,Other,14000000.0,Resale,Apartment,11291.5
637,1550.0,3,2.0,Semi-Furnished,Other,13200000.0,Resale,Apartment,11291.5
638,1600.0,3,2.0,Semi-Furnished,Other,15800000.0,Resale,Apartment,11291.5
639,1600.0,3,3.0,Unfurnished,Other,16200000.0,Resale,Apartment,11291.5
640,1800.0,3,2.0,Semi-Furnished,Other,15500000.0,Resale,Apartment,11291.5
641,1470.0,3,2.0,Semi-Furnished,Other,14500000.0,Resale,Apartment,11291.5
642,1500.0,3,2.0,Semi-Furnished,Other,14900000.0,Resale,Apartment,11291.5
643,1750.0,3,3.0,Furnished,Other,17200000.0,Resale,Apartment,11291.5
644,1650.0,3,3.0,Furnished,Other,18000000.0,Resale,Apartment,11291.5
645,1850.0,3,2.0,Semi-Furnished,Other,15500000.0,Resale,Apartment,11291.5
646,1480.0,3,2.0,Furnished,Other,15800000.0,Resale,Apartment,11291.5
647,1214.0,2,2.0,Furnished,Other,12600000.0,Resale,Apartment,11291.5
648,1380.0,3,2.0,Semi-Furnished,Other,15000000.0,Resale,Apartment,11291.5
649,1600.0,4,2.0,Furnished,Other,19500000.0,Resale,Apartment,11291.5
650,1585.0,3,3.0,Semi-Furnished,Other,16600000.0,Resale,Apartment,11291.5
651,1700.0,3,3.0,Semi-Furnished,Other,17200000.0,Resale,Apartment,11291.5
652,1200.0,2,2.0,Semi-Furnished,Other,13000000.0,Resale,Apartment,11291.5
653,1800.0,4,3.0,Semi-Furnished,Other,16500000.0,Resale,Apartment,11291.5
654,1000.0,2,2.0,Semi-Furnished,Other,10700000.0,Resale,Apartment,10700.0
655,1500.0,3,2.0,Furnished,Other,16200000.0,Resale,Apartment,10700.0
656,1700.0,3,2.0,Furnished,Other,16500000.0,Resale,Apartment,10700.0
657,1750.0,3,2.0,Furnished,Other,14900000.0,Resale,Apartment,10700.0
658,2700.0,4,3.0,Furnished,Other,27500000.0,Resale,Apartment,10700.0
661,1500.0,3,3.0,Semi-Furnished,Other,35500000.0,Resale,Apartment,20558.0
662,2105.0,3,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",42100000.0,Resale,Apartment,20558.0
663,2500.0,4,5.0,Semi-Furnished,Other,42500000.0,Resale,Apartment,17000.0
664,2090.0,3,4.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",44000000.0,Resale,Apartment,21052.0
665,2525.0,4,5.0,Semi-Furnished,Other,43200000.0,Resale,Apartment,21052.0
666,2500.0,4,4.0,Semi-Furnished,Other,52250000.0,Resale,Apartment,21000.0
667,2100.0,3,4.0,Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",34300000.0,Resale,Apartment,16333.0
668,2022.0,3,3.0,Semi-Furnished,Other,38000000.0,Resale,Apartment,18793.0
669,2650.0,4,5.0,Furnished,Other,52250000.0,Resale,Apartment,19811.0
670,1850.0,3,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",37500000.0,Resale,Apartment,20270.0
671,2100.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",37000000.0,Resale,Apartment,17619.0
672,1700.0,3,4.0,Semi-Furnished,Other,40000000.0,Resale,Apartment,17619.0
673,2105.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",36200000.0,Resale,Apartment,17197.0
674,1250.0,2,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",29000000.0,Resale,Apartment,17197.0
675,2552.0,4,5.0,Furnished,Other,42500000.0,New_Property,Apartment,16654.0
